feature_id,source_generation,domain,feature,subfeature,v1_depth,v1_status,old_status,current_status,office_status,ui_status,api_status,db_status,authorization_status,realtime_status,notification_status,test_status,decision,priority,target_phase,regression_risk,v1_evidence,old_evidence,current_evidence,office_evidence,notes
V1-CAD-020,ROUND-2 (V1 + desktop C# source),CAD,Drawing output,Layer-rename confirmation modal before export,L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 4,Med,"v1/src/components/arch/DrawingEngine.tsx:283,290-306,633-640",none found,none found,none found,User confirms/renames every layer name; the sets are regenerated with the confirmed names || admin: none found
V1-CAD-021,ROUND-2 (V1 + desktop C# source),CAD,Drawing output,4-tab SVG drawing preview,L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,PARTIAL,NOT APPLICABLE,yes,none,none,inherited,none,none,none,MERGE INTO NEW SYSTEM,P2,Phase 4,Med,"v1/src/components/arch/DrawingEngine.tsx:73-109,262-279,660-690",none found,cur/src/components/cad/CadPreview.tsx,none found,Architectural / MEP / Structural / Sections previews with entity counts per tab || admin: none found
V1-CAD-022,ROUND-2 (V1 + desktop C# source),CAD,Orphan,dxfExportService room-polygon DXF exporter,L2 DATA_MODEL_ONLY,STUB,NOT APPLICABLE,MISSING,NOT APPLICABLE,no,none,none,n/a,none,none,none,PRODUCT OWNER DECISION,P3,Phase 4,Low,"v1/src/services/dxfExportService.ts:152,231",none found,none found,none found,DXFExporter class + downloadRoomsDXF — never imported anywhere || admin: none found
V1-CAD-023,ROUND-2 (V1 + desktop C# source),CAD,Orphan,Audit trail service,L2 DATA_MODEL_ONLY,STUB,NOT APPLICABLE,MISSING,NOT APPLICABLE,no,none,localStorage,none,none,none,none,MERGE INTO NEW SYSTEM,P2,Phase 4,Med,"v1/src/services/auditService.ts:5-11,31,60",none found,none found,none found,Logs created/modified/exported_dxf/exported_pdf/compliance_check/settings_changed/deleted to localStorage — never imported || admin: none found
V1-TOOL-001,ROUND-2 (V1 + desktop C# source),Tools,Tools hub,6-tab engineering tools page,L3 PARTIAL_FLOW,FULL,PARTIAL,FULL,NOT APPLICABLE,yes,none,none,public,none,none,none,KEEP,P2,Phase 1,Low,v1/src/pages/Tools.tsx:1849-1897; v1/src/App.tsx:243,hist/old-tag/src/components/tools/ToolsPageClient.tsx:19-27 (8 calculators),cur/app/tools/page.tsx + cur/src/data/toolsData.ts (14 tools) — maps to TOOL-001,none found,Map My Land / Coordinates / Area / Points→DXF / File→Word / Calculator; public route || admin: none found
V1-TOOL-002,ROUND-2 (V1 + desktop C# source),Tools,Tools hub,No search / category / favourites,L1 UI_ONLY,MISSING,NOT APPLICABLE,FULL,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,SUPERSEDED WITH FULL PARITY,P3,Phase 1,Low,v1/src/pages/Tools.tsx:1882-1897,none found,cur/app/tools/page.tsx (search + filter + favourites) — maps to TOOL-001,none found,"V1 uses fixed tabs; no registry, no deep-link ?tool=, no favourites || admin: none found"
V1-TOOL-003,ROUND-2 (V1 + desktop C# source),Tools,Tools hub,Dead Leaflet import on the tools page,L0 IDEA_ONLY,STUB,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,KEEP,P3,Phase 1,Low,v1/src/pages/Tools.tsx:23-24,none found,none found,none found,MapContainer/TileLayer/Polygon/CircleMarker/Popup/useMap + leaflet CSS imported and never used || admin: none found
V1-TOOL-004,ROUND-2 (V1 + desktop C# source),Tools,Coordinate converter,DD ⇄ DMS ⇄ DDM ⇄ UTM multi-row,L3 PARTIAL_FLOW,FULL,FULL,FULL,NOT APPLICABLE,yes,none,none,public,none,none,none,KEEP,P2,Phase 1,Low,"v1/src/pages/Tools.tsx:79-186,285",hist/old-tag/src/components/tools/CoordinateConverter.tsx:1-266,cur/src/components/tools/CoordinateConverter.tsx:76-160 — maps to TOOL-007,none found,proj4-backed conversion across four notations with a many-row table || admin: none found
V1-TOOL-005,ROUND-2 (V1 + desktop C# source),Tools,Coordinate converter,**Croquis bulk paste with label detection**,L3 PARTIAL_FLOW,FULL,MISSING,PARTIAL,NOT APPLICABLE,yes,none,none,public,none,none,none,MERGE INTO NEW SYSTEM,P2,Phase 2,Med,v1/src/pages/Tools.tsx:189-237,none found,cur/src/components/tools/CoordinateConverter.tsx:163-212 (batch mode) — maps to TOOL-008,none found,Paste many rows; a leading non-numeric token becomes the point label; splits on tab/comma/semicolon/pipe/space; per-type parsing || admin: none found
V1-TOOL-006,ROUND-2 (V1 + desktop C# source),Tools,Coordinate converter,**Split two-column paste (Northings / Eastings)**,L3 PARTIAL_FLOW,FULL,MISSING,MISSING,NOT APPLICABLE,yes,none,none,public,none,none,none,RESTORE,P1,Phase 2,Med,"v1/src/pages/Tools.tsx:241-266,598",none found,none found,none found,Paste a Northing column and an Easting column separately; Arabic decimal comma ، folded; zone/hemisphere applied to the whole batch || admin: none found
V1-TOOL-007,ROUND-2 (V1 + desktop C# source),Tools,Coordinate converter,Copy input table / output table / per-row,L3 PARTIAL_FLOW,FULL,PARTIAL,FULL,NOT APPLICABLE,yes,none,none,public,none,none,none,SUPERSEDED WITH FULL PARITY,P3,Phase 1,Low,"v1/src/pages/Tools.tsx:336-360,837-858",hist/old-tag/.../CoordinateConverter.tsx (copy actions),cur/src/components/tools/CoordinateConverter.tsx:348-420 (CSV download + DXF handoff) — maps to TOOL-008,none found,Three clipboard exports plus per-row Google Maps deep-links || admin: none found
V1-TOOL-008,ROUND-2 (V1 + desktop C# source),Tools,Coordinate converter,No CSV/file export,L1 UI_ONLY,MISSING,NOT APPLICABLE,FULL,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,SUPERSEDED WITH FULL PARITY,P3,Phase 1,Low,v1/src/pages/Tools.tsx (no createObjectURL in CoordConverter),none found,cur/src/components/tools/CoordinateConverter.tsx:163-212,none found,V1 offers clipboard only — no downloadable file || admin: none found
V1-TOOL-009,ROUND-2 (V1 + desktop C# source),Tools,Area calculator,Triangle (Heron) + polygon (shoelace),L3 PARTIAL_FLOW,FULL,FULL,FULL,NOT APPLICABLE,yes,none,none,public,none,none,none,KEEP,P2,Phase 1,Low,"v1/src/pages/Tools.tsx:882-896,1045-1080",hist/old-tag/src/components/tools/AreaCalculator.tsx:36-118,cur/src/components/tools/AreaCalculator.tsx:39-117 — maps to TOOL-013,none found,"Heron for 3 sides, shoelace for arbitrary polygons || admin: none found"
V1-TOOL-010,ROUND-2 (V1 + desktop C# source),Tools,Area calculator,**Irregular polygon from sides + interior angles**,L3 PARTIAL_FLOW,FULL,MISSING,MISSING,NOT APPLICABLE,yes,none,none,public,none,none,none,RESTORE,P1,Phase 2,Med,v1/src/pages/Tools.tsx:905-921,none found,none found,none found,"buildIrregularPts(sides, angles) reconstructs the polygon from surveyed side lengths and angles || admin: none found"
V1-TOOL-011,ROUND-2 (V1 + desktop C# source),Tools,Area calculator,**Canvas polygon sketch with side labels**,L3 PARTIAL_FLOW,FULL,MISSING,MISSING,NOT APPLICABLE,yes,none,none,public,none,none,none,RESTORE,P2,Phase 2,Med,"v1/src/pages/Tools.tsx:897-968,1034-1039",none found,none found,none found,Normalised polygon drawn to a canvas with each side length labelled || admin: none found
V1-TOOL-012,ROUND-2 (V1 + desktop C# source),Tools,Area calculator,Regular polygon by n sides,L3 PARTIAL_FLOW,FULL,FULL,FULL,NOT APPLICABLE,yes,none,none,public,none,none,none,KEEP,P3,Phase 1,Low,v1/src/pages/Tools.tsx:922-929,hist/old-tag/.../AreaCalculator.tsx,cur/src/components/tools/AreaCalculator.tsx — maps to TOOL-013,none found,"regularPolyPts(n, s) || admin: none found"
V1-TOOL-013,ROUND-2 (V1 + desktop C# source),Tools,Points→DXF,Survey point file → DXF download,L4 END_TO_END_WIRED,FULL,FULL,FULL,NOT APPLICABLE,yes,none,none,public,none,none,none,KEEP,P2,Phase 1,Low,"v1/src/pages/Tools.tsx:1624-1725,1765-1788",hist/old-tag/src/components/tools/PointsToDxf.tsx:1-298,cur/src/components/tools/PointsToDxf.tsx + cur/src/lib/… — maps to TOOL-009,none found,"Parses .txt/.csv/.xyz/.dat/.pts/.ne0, emits DXF, downloads as Blob || admin: none found"
V1-TOOL-014,ROUND-2 (V1 + desktop C# source),Tools,Points→DXF,Parse-error counting,L3 PARTIAL_FLOW,FULL,NOT APPLICABLE,FULL,NOT APPLICABLE,yes,none,none,public,none,none,none,KEEP,P3,Phase 1,Low,v1/src/pages/Tools.tsx:1624-1644,none found,cur/src/components/tools/PointsToDxf.tsx,none found,Rejected lines counted and surfaced with a message || admin: none found
V1-TOOL-015,ROUND-2 (V1 + desktop C# source),Tools,File→Word,PDF / image → .docx,L1 UI_ONLY,BROKEN,FULL,FULL,NOT APPLICABLE,yes,POST /api/tools/file-to-word — **no route exists** (v1/server/api/src/routes/other.ts has no such handler),none,public,none,none,none,SUPERSEDED WITH FULL PARITY,P2,Phase 1,Med,v1/src/pages/Tools.tsx:1280-1370,hist/old-tag/src/components/tools/PdfToWord.tsx:1-241,"cur/src/components/tools/PdfToWord.tsx:130-317 (client-side, docx pkg) — maps to TOOL-010",none found,"Server-side conversion, 20 MB cap, drag-drop, ""files not stored on the server"" promise || admin: none found"
V1-TOOL-016,ROUND-2 (V1 + desktop C# source),Tools,Calculator,Scientific calculator (deg/rad + keyboard),L3 PARTIAL_FLOW,FULL,FULL,FULL,NOT APPLICABLE,yes,none,none,public,none,none,none,KEEP,P3,Phase 1,Low,v1/src/pages/Tools.tsx:1376-1620,hist/old-tag/src/components/tools/Calculator.tsx:1-245,cur/src/components/tools/Calculator.tsx:1-243 — maps to TOOL-014,none found,Expression calculator with angle mode and full keyboard support || admin: none found
V1-TOOL-017,ROUND-2 (V1 + desktop C# source),Tools,Calculator,**Keyboard input support**,L3 PARTIAL_FLOW,FULL,MISSING,MISSING,NOT APPLICABLE,yes,none,none,public,none,none,none,RESTORE,P3,Phase 2,Low,v1/src/pages/Tools.tsx:1477,none found,not present in cur/src/components/tools/Calculator.tsx,none found,Physical keyboard drives the calculator || admin: none found
V1-TOOL-018,ROUND-2 (V1 + desktop C# source),Tools,Construction calculators,8 construction calculators absent in V1,L0 IDEA_ONLY,NOT APPLICABLE,FULL,FULL,NOT APPLICABLE,yes,none,none,public,none,none,none,KEEP,P3,Phase 1,Low,none found,hist/old-tag/src/lib/tools/engineering.ts:38-95,cur/src/lib/tools/engineering.ts:38-95 — maps to TOOL-015…TOOL-022,none found,concrete/beam/tile/brick/rebar/paint/slope/mix exist only in V2 || admin: none found
V1-TOOL-019,ROUND-2 (V1 + desktop C# source),Tools,Tools gate,No tools.use permission gate in V1,L1 UI_ONLY,NOT APPLICABLE,FULL,REGRESSION,NOT APPLICABLE,yes,none,none,mixed,none,none,none,PRODUCT OWNER DECISION,P2,Phase 2,Med,v1/src/App.tsx:243; v1/src/pages/Tools.tsx:1916,hist/old-tag/src/components/tools/ToolsGate.tsx:16-46,maps to TOOL-002 (gate has no importer in cur),none found,V1 /tools is fully public; only Map My Land is gated by AuthGate || admin: none found
V1-FML-001,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,Deed/croquis analysis tool,L3 PARTIAL_FLOW,PARTIAL,PARTIAL,FULL,NOT APPLICABLE,yes,none (100 % browser),none,AuthGate (v1/src/pages/Tools.tsx:1916),none,none,none,SUPERSEDED WITH FULL PARITY,P1,Phase 2,Med,"v1/src/components/MapMyDeed.tsx:115,164-233",hist/old-tag/src/components/tools/LandMapper.tsx:1-316,cur/src/components/tools/FindMyLand.tsx:730-1865 — maps to FML-001…048,none found,Upload deed image or PDF → OCR/parse → coordinate tables → polygon on map || admin: none found
V1-FML-002,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,**In-page PDF preview (iframe)**,L3 PARTIAL_FLOW,FULL,MISSING,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P2,Phase 2,Low,v1/src/components/MapMyDeed.tsx:306-326,none found,not present in cur/src/components/tools/FindMyLand.tsx,none found,The uploaded PDF is rendered in an iframe next to the results || admin: none found
V1-FML-003,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,**Multi-parcel table splitting**,L3 PARTIAL_FLOW,FULL,MISSING,MISSING,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P1,Phase 2,High,v1/src/services/landAnalysisService.ts:485-521; UI v1/src/components/MapMyDeed.tsx:384-430,none found,none found — resolver produces a single geometry,none found,"Splits the extracted points into up to 2 tables on Arabic boundary markers (القطعة الثانية, جدول 2, rule lines, triple newline) and renders each separately || admin: none found"
V1-FML-004,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,**Raw source text column per point**,L3 PARTIAL_FLOW,FULL,PARTIAL,REGRESSION,NOT APPLICABLE,yes,none,none,inherited,none,none,none,RESTORE,P1,Phase 2,Med,"v1/src/components/MapMyDeed.tsx:406,415",hist/old-tag/.../LandMapper.tsx:289-298 (whole-text <details>),not exposed in cur (frag/02 records the regression),none found,Each coordinate row shows the exact document substring it was parsed from || admin: none found
V1-FML-005,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,**Arabic point-label rows (نقطة N: x y)**,L3 PARTIAL_FLOW,FULL,FULL,REGRESSION,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,FIX REGRESSION,P0,Phase 2,High,v1/src/services/landAnalysisService.ts:449-452,hist/old-tag/src/lib/tools/land-analysis.ts:79-88,regressed out of cur (frag/02),none found,Regex pattern p3 matches Arabic/Point/P labelled coordinate rows || admin: none found
V1-FML-006,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,**All-patterns accumulation with de-dup**,L3 PARTIAL_FLOW,FULL,FULL,REGRESSION,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,FIX REGRESSION,P0,Phase 2,High,"v1/src/services/landAnalysisService.ts:405-412,475-478",hist/old-tag/src/lib/tools/land-analysis.ts:101-113,first-match-wins in cur (frag/02),none found,"Six patterns all run; matches keyed by index:rawText and merged, so mixed-format deeds yield every point || admin: none found"
V1-FML-007,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,Balady / Saudi labelled coordinate formats,L3 PARTIAL_FLOW,FULL,MISSING,UNKNOWN,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,RESTORE,P1,Phase 2,Med,"v1/src/services/landAnalysisService.ts:421,427,443",none found,hemisphere-token patterns only (evidence-extraction.ts),none found,"N lat E lng ID, N lat E lng, ID E lng N lat patterns || admin: none found"
V1-FML-008,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,Header-less 3-column UTM rows,L3 PARTIAL_FLOW,FULL,FULL,REGRESSION,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,RESTORE,P1,Phase 2,Med,v1/src/services/landAnalysisService.ts:465-472,hist/old-tag/src/lib/tools/land-analysis.ts:89-98,gated behind an English header in cur (frag/02),none found,Patterns p5/p6 always run on id N E triples || admin: none found
V1-FML-009,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,Northing/Easting order auto-classification,L3 PARTIAL_FLOW,PARTIAL,NOT APPLICABLE,BETTER THAN OLD,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,SUPERSEDED WITH FULL PARITY,P3,Phase 2,Low,v1/src/services/landAnalysisService.ts:99-108,none found,cur/lib/land/intelligence/coordinate-protection.ts (country bounds),none found,"Magnitude windows: northing 1e6–4e6, easting 1e5–1e6; falls back to max/min || admin: none found"
V1-FML-010,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,"UTM zone detection clamped 35–40, defaults 37",L3 PARTIAL_FLOW,PARTIAL,PARTIAL,BETTER THAN OLD,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,SUPERSEDED WITH FULL PARITY,P3,Phase 2,Low,v1/src/services/landAnalysisService.ts:110-124,"hist/old-tag/.../land-analysis.ts:28-41 (clamped 35–40, default 39)","cur/lib/land/intelligence/crs-detector.ts:27-67 (1–60, graded)",none found,AR+EN zone regexes; any zone outside 35–40 is discarded and 37 is used silently || admin: none found
V1-FML-011,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,Hemisphere guessed from northing < 1e6 (defect),L1 UI_ONLY,BROKEN,NOT APPLICABLE,BETTER THAN OLD,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,SUPERSEDED WITH FULL PARITY,P3,Phase 2,Low,v1/src/components/MapMyDeed.tsx:185,none found,cur uses country bounds,none found,Any southern-hemisphere northing ≥ 1e6 is projected as northern || admin: none found
V1-FML-012,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,**Silent 20-point-per-table cap**,L1 UI_ONLY,BROKEN,NOT APPLICABLE,BETTER THAN OLD,NOT APPLICABLE,yes,none,none,n/a,none,none,none,SUPERSEDED WITH FULL PARITY,P2,Phase 2,Med,"v1/src/services/landAnalysisService.ts:391,494; UI v1/src/components/MapMyDeed.tsx:412,423-427,450,495-499",none found,no cap in cur,none found,"MAX_POINTS = 20 truncates the parsed table; the UI shows ""first 20 of N"" / ""first 50 of N"" || admin: none found"
V1-FML-013,ROUND-2 (V1 + desktop C# source),F FindMyLand,MapMyDeed,Deed field extraction (12 fields),L3 PARTIAL_FLOW,FULL,PARTIAL,BETTER THAN OLD,NOT APPLICABLE,yes,none,none,inherited,none,none,none,MERGE INTO NEW SYSTEM,P2,Phase 2,Med,"v1/src/services/landAnalysisService.ts:37-61,126-322",hist/old-tag/.../land-analysis.ts:132-149 (4 fields),cur extracts 16 fields — maps to FML rows,none found,"owner, document no., plan no., parcel no., landId, area, dimensions, city, district, country, landType, legalStatus, zoning, 4 borders || admin: none found"
V1-FML-014,ROUND-2 (V1 + desktop C# source),F FindMyLand,OCR,Tesseract ara+eng with tuned PSM/params,L3 PARTIAL_FLOW,FULL,FULL,FULL,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,KEEP + IMPROVE,P2,Phase 2,Med,"v1/src/services/ocrProcessor.ts:20-34,68-73",hist/old-tag/.../LandMapper.tsx:44-49,cur/src/components/tools/FindMyLand.tsx:618,none found,"PSM 6, preserve_interword_spaces, textord_heavy_nr, dict correction; block/paragraph/line/word output || admin: none found"
V1-FML-015,ROUND-2 (V1 + desktop C# source),F FindMyLand,OCR,Arabic letter normalisation + blind digit repair,UNKNOWN,L3,FULL,FULL,PARTIAL,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,KEEP + IMPROVE,P2,Phase 2,"→1, S→5, B→8, Z→2, G→6, decimal repair, intra-number space removal",v1/src/services/ocrProcessor.ts:89-131,hist/old-tag/src/lib/tools/land-analysis.ts:16-22,narrowed in cur (deliberate — replaced by constraint-verified repair),"أإاآ→ا, ةه→ة, ىيی→ي, diacritic strip, O/Q→0, l/I/ || admin: none found"
V1-FML-016,ROUND-2 (V1 + desktop C# source),F FindMyLand,OCR,**Image deskew before OCR**,L3 PARTIAL_FLOW,FULL,MISSING,MISSING,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,RESTORE,P1,Phase 2,High,v1/src/services/imagePreprocessor.ts:145-222,none found,**absent in cur** (no skew/deskew/rotate in FindMyLand.tsx or lib/land/intelligence/*),none found,detectSkew + rotateCanvas correct rotated deed photos || admin: none found
V1-FML-017,ROUND-2 (V1 + desktop C# source),F FindMyLand,OCR,**Adaptive thresholding (default) + Otsu**,L3 PARTIAL_FLOW,FULL,MISSING,PARTIAL,NOT APPLICABLE,n/a,none,none,n/a,none,none,none,RESTORE,P2,Phase 2,Med,"v1/src/services/imagePreprocessor.ts:31-99,250-256",none found,Otsu only in cur,none found,Two binarisation modes; adaptive is the default preset || admin: none found
